time,lat,lon,alt,vel m/s,Hav.Heading,Yaw Rads/sec,Yaw Rate/s2
20151020:103048.48,42.31183983,-83.058666,189.7,3.463237008,246.6471338,16.71658287,83.58291436
20151020:103230.30,42.30692833,-83.07054583,188.1,13.80716251,240.7964656,-0.510567119,-2.552835597
20151020:103049.49,42.31182517,-83.05871317,189.6,4.545627184,60.7643407,-15.7107667,-78.55383348
20151020:103254.54,42.30554083,-83.07081117,187.7,4.255995212,234.9194746,15.19790248,75.98951239
20151020:103255.55,42.30557483,-83.0708775,187.6,4.552314956,304.7256172,6.091735131,30.45867565
20151020:103048.48,42.31183717,-83.0586745,189.6,3.771388964,55.23799761,-21.77190202,-108.8595101
20151020:103049.49,42.31181883,-83.0587335,189.6,4.570320496,247.2004423,16.7518835,83.75941752
20151020:103049.49,42.31182833,-83.05870283,189.6,4.404669528,67.27278414,-15.70165025,-78.50825127
20151020:103035.35,42.31220167,-83.05747067,189.6,13.72793814,67.71885944,0.038927414,0.194637068
20151020:103301.1,42.3058905,-83.07108167,187.6,4.508072772,237.9168961,14.8525806,74.26290299
20151020:103049.49,42.311822,-83.05872317,189.6,4.5271072,57.01226934,-15.78690684,-78.93453422
20151020:103050.50,42.3118025,-83.0587855,189.6,4.811594732,247.0686556,16.58554852,82.92774261
20151020:103050.50,42.31181567,-83.05874383,189.6,4.593984921,66.85840569,-15.72631103,-78.63155516
20151020:103300.0,42.30588383,-83.071076,187.6,4.807993624,236.9632534,14.84444833,74.22224167
20151020:103300.0,42.3058765,-83.07107017,187.6,5.076018948,149.5351391,-7.629542273,-38.14771136
20151020:103231.31,42.30677383,-83.07044517,188.2,13.4269884,27.25320489,-10.67111184,-53.35555918
20151020:103053.53,42.31177917,-83.0588595,189.6,6.111080276,59.70264509,2.83174786,14.1587393
20151020:103034.34,42.31225083,-83.05731567,189.6,14.16572998,67.55200049,0.684985479,3.424927397
20151020:103252.52,42.30555183,-83.07072683,187.6,5.367194252,235.9676586,14.69703873,73.48519364
20151020:102917.17,42.31643417,-83.0437915,184.4,14.18013441,61.34151933,-15.23900545,-76.19502725
20151020:103052.52,42.31178367,-83.05884583,189.6,5.828136076,247.3321498,16.2307444,81.153722
20151020:103053.53,42.31176,-83.058919,189.6,7.026790596,246.3729144,-0.083709081,-0.418545406
20151020:103041.41,42.31193933,-83.05833933,189.7,8.909655636,67.29785864,-15.62724666,-78.13623328
20151020:103252.52,42.30556017,-83.07070267,187.6,6.244321272,235.1004224,14.64353616,73.21768078
20151020:103042.42,42.31192783,-83.058377,189.8,8.21309846,55.05857489,-15.71161515,-78.55807577
20151020:103235.35,42.30635083,-83.07017867,187.9,12.6378313,237.4251427,15.91448527,79.57242635
20151020:103244.44,42.30576967,-83.07008833,187.4,7.255718175,173.4418709,-5.5835938,-27.917969
20151020:103236.36,42.30624983,-83.07011717,187.7,12.07400068,357.4565772,16.05831249,80.29156245
20151020:103034.34,42.31226067,-83.057284,189.5,14.23003548,57.64719032,-26.16330465,-130.8165232
20151020:103040.40,42.31199217,-83.058161,189.8,11.20098921,247.5101411,16.56866809,82.84334046
20151020:103226.26,42.30732583,-83.070813,187.8,12.32350602,243.4972821,-0.350188009,-1.750940046
20151020:103055.55,42.31172617,-83.05902667,189.7,8.777957972,63.2093273,-15.73309206,-78.66546032
20151020:103043.43,42.31189,-83.05849933,189.8,5.804986097,67.21177709,0.349279634,1.746398171
20151020:103033.33,42.31228083,-83.05722017,189.5,14.36430537,67.55050946,0.029559976,0.147799882
20151020:103042.42,42.31191717,-83.0584115,189.8,7.544835705,247.5699347,15.70965844,78.54829218
20151020:103225.25,42.3074365,-83.07089583,187.8,10.665453,244.1159172,-0.301419886,-1.507099432
20151020:103225.25,42.3074535,-83.07090867,187.7,10.36038772,330.8134596,7.565787844,37.82893922
20151020:103225.25,42.3074865,-83.07093083,187.7,9.768262672,333.5903434,0.242328828,1.211644141
20151020:103248.48,42.30564683,-83.070451,187.6,9.696240511,169.081954,-14.35606521,-71.78032607
20151020:103033.33,42.31229083,-83.05718817,189.5,14.45690528,55.88213372,-9.878547883,-49.39273942
20151020:103055.55,42.31170567,-83.05908933,189.7,9.665888316,247.4025553,16.71330971,83.56654854
20151020:103245.45,42.3057455,-83.07015667,187.4,8.193549588,233.9410057,-1.17474182,-5.873709098
20151020:103053.53,42.311765,-83.05890317,189.6,6.844162976,54.11802361,-15.69251554,-78.46257769
20151020:103054.54,42.31173233,-83.05900717,189.6,8.427107163,246.9843838,16.83076501,84.15382505
20151020:103246.46,42.30573233,-83.0701945,187.4,8.807795724,234.0533855,-1.128442482,-5.642212409
20151020:102853.53,42.317219,-83.04060633,184.6,2.487851184,62.29161471,-14.98904215,-74.94521073
20151020:103218.18,42.307944,-83.07063483,187.5,12.41404816,247.3404032,16.14855318,80.74276591
20151020:103036.36,42.31212533,-83.05771083,189.6,13.27419853,66.36658745,-15.79294473,-78.96472363
20151020:103242.42,42.305863,-83.06994833,187.1,5.62801736,235.3218702,14.74412986,73.72064932
20151020:103040.40,42.3119645,-83.05825533,189.8,10.04760576,54.78936876,-15.75443279,-78.77216393
20151020:103219.19,42.3078215,-83.07081117,187.5,9.528531768,245.9581568,16.68262389,83.41311945
20151020:103037.37,42.31208883,-83.05782883,189.7,13.09568646,66.03121826,-15.70158745,-78.50793725
20151020:103036.36,42.312163,-83.05759167,189.6,13.4738028,67.07558322,0.091138036,0.455690179
20151020:102724.24,42.32707417,-83.04371633,176.9,5.733992824,34.52473494,-2.840597384,-14.20298692
20151020:102921.21,42.31624,-83.04458583,184.6,14.38282535,183.3961806,12.99148445,64.95742224
20151020:103033.33,42.31227067,-83.05725217,189.5,14.29691321,247.0375874,5.553760445,27.76880222
20151020:103036.36,42.3121535,-83.0576215,189.6,13.40743953,246.7801401,-0.022466515,-0.112332576
20151020:103036.36,42.31214417,-83.05765133,189.6,13.35548068,247.0736989,0.025617833,0.128089164
20151020:103055.55,42.31171967,-83.059047,189.7,9.094855476,247.6429467,0.049676242,0.248381208
20151020:103034.34,42.31222117,-83.05740933,189.6,13.91673909,67.50468886,-15.72002854,-78.60014269
20151020:103223.23,42.307621,-83.07097583,187.6,7.35140476,245.3721107,15.52186072,77.60930358
20151020:103034.34,42.31223117,-83.05737833,189.6,13.98104459,65.36537497,-15.70855107,-78.54275536
20151020:103034.34,42.312241,-83.057347,189.6,14.07364451,67.0089826,0.143431823,0.717159115
20151020:103054.54,42.311744,-83.05897,189.6,7.879738748,247.5060905,15.75134412,78.7567206
20151020:103055.55,42.3116985,-83.05911167,189.7,10.00079136,246.5242897,-0.085678287,-0.428391437
20151020:103210.10,42.30834267,-83.069622,188,13.13426976,246.6510148,0.011058852,0.055294262
20151020:103219.19,42.3078335,-83.07079467,187.5,10.01673912,239.5823042,-0.616861367,-3.084306834
20151020:103236.36,42.30626967,-83.07012917,187.7,12.24685386,162.5299182,-6.72408916,-33.6204458
20151020:103056.56,42.31167567,-83.05918217,189.7,10.8676295,56.26245941,-9.273585221,-46.3679261
20151020:103033.33,42.31231133,-83.05712333,189.5,14.59117517,67.33814297,0.966535725,4.832678627
20151020:102927.27,42.31600733,-83.045495,184.9,14.65187956,66.73658229,-0.052496073,-0.262480363
20151020:103209.9,42.30846283,-83.06923767,188.3,13.36474068,246.7545654,15.70953259,78.54766297
20151020:103032.32,42.31232167,-83.05709083,189.5,14.69920841,66.74823514,-15.70851569,-78.54257845
20151020:102927.27,42.315998,-83.0455285,185,14.72235839,66.72920783,-0.001660446,-0.008302229
20151020:103100.0,42.3114705,-83.05979367,190,12.47320922,246.7757259,15.71202274,78.5601137
20151020:103207.7,42.30853783,-83.06899783,188.4,13.49026501,246.6939785,-0.007133811,-0.035669054
20151020:103035.35,42.31218233,-83.0575315,189.6,13.56434495,66.73794431,-15.70412653,-78.52063263
20151020:102928.28,42.3159695,-83.0456295,185.1,14.86948938,66.7135229,-0.00213117,-0.010655852
20151020:103101.1,42.311424,-83.05993283,190.1,12.65480796,246.7488192,15.71104345,78.55521725
20151020:103227.27,42.3073055,-83.07079833,187.8,12.6892757,242.8661117,-0.338830144,-1.694150719
20151020:103032.32,42.312363,-83.05695867,189.5,14.92504933,63.69883422,-15.63529452,-78.17647261
20151020:103101.1,42.31139567,-83.0600175,190.1,12.78547673,246.8471688,15.98270729,79.91353645
20151020:102928.28,42.31594083,-83.045731,185.2,14.96517596,66.7162809,-15.71938539,-78.59692696
20151020:103102.2,42.31137667,-83.06007417,190.1,12.85647,246.7214956,15.70841834,78.54209168
20151020:103203.3,42.30868333,-83.0685385,188.6,13.98104459,246.721536,3.52E-06,1.76E-05
20151020:103218.18,42.30792967,-83.0706575,187.4,12.27926384,244.3161697,-0.209907806,-1.049539028
20151020:103102.2,42.31136717,-83.06010283,190.1,12.93415105,66.22765119,-15.54115504,-77.7057752
20151020:102929.29,42.315931,-83.04576483,185.2,14.98112372,66.70584854,0.041730592,0.208652958
20151020:103233.33,42.30655967,-83.07030867,188.1,12.96758991,242.6999321,15.35838111,76.79190556
20151020:103202.2,42.30872317,-83.06841333,188.6,14.1003956,32.93764302,-18.30521296,-91.52606479
20151020:103031.31,42.31239467,-83.0568585,189.6,15.03514034,66.74423992,2.950182124,14.75091062
20151020:103233.33,42.30658083,-83.070322,188.1,13.0154332,239.7229041,15.09523613,75.47618065
20151020:103103.3,42.31131917,-83.06024717,190.1,13.12037978,57.54156582,-15.89832094,-79.49160472
20151020:103100.0,42.31148917,-83.05973867,190,12.4109615,65.67274842,0.709579542,3.547897712
20151020:103103.3,42.31130983,-83.06027633,190.1,13.12398088,245.7220188,15.71226292,78.56131461
20151020:103031.31,42.312416,-83.05679133,189.5,15.10767694,66.76857147,-15.61663432,-78.0831716
20151020:102929.29,42.3158915,-83.04590117,185.3,15.11745138,66.65207082,-0.0101666,-0.050832998
20151020:103030.30,42.31242683,-83.05675767,189.5,15.17455467,246.6599166,15.70864794,78.54323969
20151020:103104.4,42.311263,-83.0604215,190.1,13.00360098,246.7549538,0.008293564,0.041467819
20151020:103104.4,42.31125383,-83.06045017,190.1,12.90482774,246.6106603,-0.012591986,-0.062959929
20151020:103217.17,42.307972,-83.07058733,187.5,12.62085465,246.3608118,-0.021803396,-0.10901698
20151020:103234.34,42.30647567,-83.07025583,188,12.84772445,170.6951845,-6.603071628,-33.01535814
20151020:103105.5,42.3112265,-83.06053633,190.1,12.86007111,56.53384582,-9.962456195,-49.81228097
20151020:103234.34,42.3064965,-83.070269,188.1,12.8446378,236.6917174,15.72174016,78.60870081
20151020:103101.1,42.3114145,-83.059961,190.1,12.72220012,57.16844402,-15.66636102,-78.33180511
20151020:103030.30,42.31245983,-83.05665617,189.5,15.27692903,66.84095466,0.844085788,4.220428942
20151020:103030.30,42.31244867,-83.05669017,189.5,15.30419456,246.0650008,15.64024852,78.2012426
20151020:103035.35,42.312192,-83.05750117,189.6,13.65591598,246.8302874,0.066783855,0.333919274
20151020:103200.0,42.30883183,-83.068074,188.8,13.55817162,246.7473947,-0.007233753,-0.036168764
20151020:103030.30,42.31247083,-83.05662217,189.5,15.34792229,66.7429429,-15.70835176,-78.5417588
20151020:103233.33,42.30660217,-83.07033517,188.1,13.0025721,239.9464422,15.11485669,75.57428346
20151020:103217.17,42.30801233,-83.07051233,187.5,12.8647011,354.6919526,10.01343479,50.06717396
20151020:103233.33,42.3066445,-83.07036217,188.2,13.12706755,175.3584543,-15.64980002,-78.24900009
20151020:103102.2,42.311348,-83.06016033,190.1,13.02212097,58.05580623,-10.23658716,-51.18293578
20151020:103029.29,42.31251517,-83.05648483,189.5,15.54598323,66.75898685,0.759495787,3.797478933
20151020:103029.29,42.3125265,-83.05645033,189.5,15.58353765,66.05391988,-0.061528701,-0.307643503
20151020:103103.3,42.311291,-83.0603345,190.1,13.0540165,246.7267527,15.766679,78.83339502
20151020:103216.16,42.3080255,-83.0704865,187.5,13.01080321,246.4962931,-0.020111392,-0.100556959
20151020:103230.30,42.30695067,-83.07056017,188.1,13.86838136,182.9018115,-5.549665448,-27.74832724
20151020:103110.10,42.3110305,-83.06116283,189.9,13.89307467,59.58126042,-10.76174826,-53.80874129
20151020:103105.5,42.31121733,-83.060565,190.1,12.85698445,67.09083243,0.655333785,3.276668924
20151020:103229.29,42.30699583,-83.07059,188,13.94863461,240.3454726,15.11931958,75.5965979
20151020:103229.29,42.30706383,-83.07063467,188,13.90593576,334.0886936,8.180639284,40.90319642
20151020:102932.32,42.31573083,-83.0464215,185.7,15.7769686,64.16304502,-23.55545651,-117.7772826
20151020:102932.32,42.31574167,-83.04638617,185.7,15.84024521,67.46476285,0.288129235,1.440646174
20151020:103111.11,42.310912,-83.061537,189.9,13.95120683,246.6851952,15.63993316,78.19966578
20151020:103108.8,42.31114417,-83.06079717,190,13.18674305,67.00529506,-15.68002928,-78.40014642
20151020:103039.39,42.3120145,-83.05808333,189.8,11.85639087,66.55391233,-0.039390575,-0.196952873
20151020:103211.11,42.30830517,-83.06973883,187.9,13.13375532,246.7194072,15.72240542,78.61202709
20151020:103211.11,42.30831467,-83.0697095,188,13.09157091,66.34756071,-15.74041299,-78.70206497
20151020:103215.15,42.308124,-83.07026683,187.6,13.41361286,245.1746322,15.60560594,78.02802971
20151020:102933.33,42.31567567,-83.0466005,185.8,16.12473274,66.65192239,-15.57904538,-77.89522688
20151020:103040.40,42.311985,-83.0581855,189.8,10.88717837,246.6968636,15.71188513,78.55942565
20151020:103040.40,42.31197117,-83.05823283,189.8,10.32334775,248.4389606,0.152026638,0.760133188
20151020:103024.24,42.312794,-83.0556345,189.5,15.99149174,66.81663498,-15.84953788,-79.24768941
20151020:103041.41,42.3119515,-83.0582985,189.7,9.495607352,246.8460926,15.71053393,78.55266964
20151020:103115.15,42.3107195,-83.06213617,189.7,13.45888392,246.5348399,-0.027161922,-0.135809609
20151020:102933.33,42.31569783,-83.0465285,185.7,15.98120286,66.66218974,-15.6968499,-78.48424949
20151020:103236.36,42.30631,-83.0701535,187.8,12.48555588,241.7567615,15.2798839,76.39941951
20151020:103117.17,42.31064683,-83.062365,189.7,12.24994053,53.01972848,-16.47041324,-82.35206619
20151020:103107.7,42.31115333,-83.0607675,190,13.13066866,66.79249223,1.201900373,6.009501867
20151020:103212.12,42.30828617,-83.06979767,187.9,13.2551641,246.7669436,15.70573373,78.52866867
20151020:102941.41,42.31524467,-83.04799533,188.3,14.92865044,66.64777383,-15.7183628,-78.59181398
20151020:103155.55,42.3091205,-83.067247,189.2,8.936406724,246.7301918,15.71515559,78.57577797
20151020:102942.42,42.31521283,-83.04809433,188.3,14.8067272,66.71845533,-15.70898747,-78.54493735
20151020:103031.31,42.3123735,-83.05692533,189.6,14.93533821,246.5037402,15.68922584,78.44612921
20151020:102941.41,42.31527683,-83.04789533,188.1,15.08761364,66.49758911,-15.70850006,-78.54250028
20151020:103117.17,42.31062117,-83.062445,189.7,11.84558755,246.6060223,15.71742585,78.58712925
20151020:103023.23,42.31283933,-83.05549183,189.6,16.00023729,66.66250151,-15.70303453,-78.51517264
20151020:102936.36,42.31553083,-83.047076,185.9,16.20292823,66.6089724,-0.004671296,-0.023356481
20151020:103032.32,42.31233183,-83.057058,189.5,14.78049056,246.5719945,15.70473634,78.5236817
20151020:103030.30,42.31243783,-83.056724,189.6,15.20387798,66.77231418,-15.69048208,-78.4524104
20151020:103154.54,42.30913733,-83.06714267,189.2,8.657578076,246.8143012,15.71162732,78.55813662
20151020:102933.33,42.31568683,-83.0465645,185.8,16.00280951,66.70604915,-15.71741004,-78.5870502
20151020:103032.32,42.31235267,-83.05699183,189.6,14.86022938,246.6194125,15.7004028,78.50201398
20151020:102937.37,42.31547567,-83.04725733,186.1,16.13553606,66.54313352,-15.71461987,-78.57309934
20151020:103237.37,42.3062305,-83.070105,187.7,11.84867421,241.3209559,15.2522423,76.26121149
20151020:103139.39,42.309686,-83.06538817,189.2,15.41480001,45.26883477,-17.10877509,-85.54387547
20151020:103107.7,42.31116267,-83.06073817,190.1,13.07665204,66.75854363,1.875330874,9.376654369
20151020:103140.40,42.3096645,-83.06545667,189.2,15.27950125,246.7652093,15.70854495,78.54272477
20151020:103139.39,42.3097295,-83.06524983,189.2,15.58713875,66.97721035,-15.68946268,-78.44731342
20151020:103026.26,42.31268867,-83.05595517,189.5,16.1535416,66.7037759,-0.023861657,-0.119308284
20151020:103041.41,42.31195783,-83.05827717,189.8,9.737396032,246.9448312,15.72899931,78.64499655
20151020:103031.31,42.31240533,-83.056825,189.5,15.0778392,67.37703745,-15.67024616,-78.35123078
20151020:103027.27,42.31264133,-83.0560985,189.4,16.13347828,66.2845314,-0.095339139,-0.476695693
20151020:102937.37,42.31548667,-83.047221,186.1,16.11855941,66.56334892,0.024331419,0.121657096
20151020:103026.26,42.3127005,-83.05591917,189.5,16.11701607,246.5819499,15.70958651,78.54793254
20151020:103149.49,42.309267,-83.06671317,189.2,11.47930341,246.7288995,0.012823774,0.064118871
20151020:103127.27,42.310215,-83.063723,189.5,8.5912148,66.79365388,-15.70231238,-78.51156191
20151020:103027.27,42.312618,-83.05616983,189.4,16.0460228,66.71923493,-0.006494278,-0.032471391
20151020:103226.26,42.30736467,-83.07084133,187.8,11.83632755,244.1692343,15.48543373,77.42716867
20151020:103031.31,42.312384,-83.056892,189.6,14.99141261,64.04913913,-15.71844355,-78.59221775
20151020:103120.20,42.31050283,-83.06281533,189.6,12.08223178,246.7602537,15.94455264,79.72276322
20151020:103039.39,42.31200683,-83.0581095,189.8,11.63312218,66.62492853,-15.71977262,-78.59886308
20151020:103129.29,42.310166,-83.06387767,189.4,7.6523545,246.6590489,15.71094083,78.55470415
20151020:102944.44,42.31511633,-83.04839267,187.6,15.04542922,66.61549116,-15.71176439,-78.55882197
20151020:103236.36,42.30628967,-83.07014133,187.7,12.35797377,241.2488693,15.23963716,76.19818581
20151020:103033.33,42.31230117,-83.05715583,189.5,14.53098523,57.94913452,-15.99591945,-79.97959724
20151020:103129.29,42.310155,-83.06391267,189.4,7.916264272,246.757813,16.47666548,82.38332741
20151020:102938.38,42.31540867,-83.04747433,186.6,16.13810828,66.62079869,-15.71992003,-78.59960013
20151020:103250.50,42.30559367,-83.07061067,187.6,8.295923944,240.166712,15.14473795,75.72368976
20151020:103130.30,42.310138,-83.06396783,189.4,8.33656502,47.22805542,-16.83707406,-84.18537029
20151020:103156.56,42.309077,-83.06742283,189.2,10.26161447,247.450083,17.47266808,87.3633404
20151020:103108.8,42.3111165,-83.06088667,190,13.4012662,67.12074542,-15.73670339,-78.68351696
20151020:103217.17,42.30799917,-83.07053783,187.5,12.8225167,246.4089266,15.64584536,78.22922679
20151020:103155.55,42.309113,-83.06728983,189.2,9.097427696,65.12126589,-15.82033286,-79.10166432
20151020:103020.20,42.31303083,-83.054882,189.8,16.15096938,66.87414711,0.152967743,0.764838716
20151020:102934.34,42.31565333,-83.046673,185.8,16.16948936,66.63167832,-0.021159393,-0.105796965
20151020:103122.22,42.31041433,-83.06309533,189.6,12.95164214,246.6697651,15.71128697,78.55643483
20151020:102939.39,42.3153755,-83.047583,186.9,16.0377917,66.60654833,-15.71347997,-78.56739986
20151020:102945.45,42.31506267,-83.04856167,187.2,15.22805684,246.6226198,15.70936577,78.54682885
20151020:103145.45,42.30941383,-83.06625033,189.1,11.20150366,246.6488198,0.00228638,0.011431899
20151020:103131.31,42.31009933,-83.06408983,189.4,9.749742688,66.77764416,-15.69672122,-78.48360611
20151020:103214.14,42.30814667,-83.07020933,187.6,13.44910949,246.6629339,15.69795291,78.48976455
20151020:102945.45,42.31504083,-83.04863,187.2,15.33609008,66.62721709,-15.71108015,-78.55540074
20151020:103136.36,42.30987217,-83.06479867,189.2,15.18535799,246.6271328,15.70795591,78.53977955
20151020:103128.28,42.31017667,-83.0638435,189.4,7.499050188,66.67963942,-15.7033812,-78.51690599
20151020:102934.34,42.31563083,-83.04674583,185.8,16.26003151,66.65961396,-0.001747551,-0.008737757
20151020:103100.0,42.311517,-83.059657,189.9,12.31013048,246.6939639,15.71096086,78.55480432
20151020:103247.47,42.30567567,-83.07036367,187.6,9.933399196,233.5860411,-1.143882049,-5.719410247
20151020:103232.32,42.30666583,-83.07037567,188.2,13.21760969,359.4864815,10.98688607,54.93443037
20151020:103227.27,42.30726367,-83.07076883,187.8,13.22481191,334.0640281,-2.218527584,-11.09263792
20151020:103245.45,42.30575783,-83.07012133,187.4,7.751642192,162.3589629,-14.98409365,-74.92046827
20151020:103019.19,42.31308783,-83.05470083,189.8,16.27340705,57.26313128,-9.171341456,-45.85670728
20151020:103019.19,42.3130765,-83.05473717,189.8,16.26106039,247.1388044,16.56977833,82.84889164
20151020:103131.31,42.3100925,-83.06411217,189.4,9.943688076,246.7151517,-0.036970675,-0.184853377
20151020:103207.7,42.30856633,-83.06890733,188.4,13.61270269,246.7156841,4.65E-05,0.000232313
20151020:103218.18,42.30791533,-83.07067933,187.5,12.03181627,243.5835997,-0.273325926,-1.36662963
20151020:103124.24,42.31032117,-83.06338633,189.5,12.75718231,65.95707113,-15.50083881,-77.50419406
20151020:103144.44,42.30948517,-83.06602267,189.1,11.6732488,246.7910791,15.78074419,78.90372095
20151020:103131.31,42.31010617,-83.06406783,189.4,9.402492988,66.75248805,-15.71133097,-78.55665485
20151020:103029.29,42.31248183,-83.056588,189.5,15.4122278,66.75433551,0.000161222,0.000806109
20151020:103109.9,42.31108833,-83.06097767,190,13.58389382,246.7685694,15.70920541,78.54602705
20151020:103125.25,42.31027033,-83.063546,189.5,11.37487128,246.6999852,-0.005985103,-0.029925515
20151020:103126.26,42.31024067,-83.06364083,189.5,10.160269,247.0744808,0.032680906,0.16340453
20151020:103227.27,42.30728483,-83.07078367,187.8,12.92386217,240.7722881,-0.549970063,-2.749850315
20151020:103109.9,42.31107883,-83.06100817,190,13.70324483,62.30553177,-15.57416252,-77.87081258
20151020:103240.40,42.30597033,-83.069968,187.2,7.563355688,232.3718837,14.84108894,74.2054447
20151020:102936.36,42.31552017,-83.0471125,185.9,16.15148382,60.5249619,-14.99647297,-74.98236486
20151020:103018.18,42.31313367,-83.05455467,189.9,16.333597,246.5582411,16.2344662,81.17233101
20151020:103019.19,42.31305367,-83.05480983,189.8,16.23019376,247.0237717,0.04062521,0.203126052
20151020:103101.1,42.31140517,-83.05998917,190.1,12.77518785,246.7141497,-0.027019618,-0.135098091
20151020:103150.50,42.309219,-83.06686633,189.2,11.10581707,246.7412007,0.002360649,0.011803245
20151020:103109.9,42.31105967,-83.06106983,190,13.79327253,66.75922783,-15.70639011,-78.53195054
20151020:102936.36,42.315542,-83.04703967,185.9,16.27546482,66.62929751,-0.011338559,-0.056692797
20151020:103150.50,42.30922683,-83.0668415,189.2,11.32445577,246.6775423,15.71217342,78.56086708
20151020:102935.35,42.315575,-83.04692967,185.9,16.35829031,66.67099785,-15.70853438,-78.54267188
20151020:103057.57,42.31165133,-83.0592575,189.8,11.46644231,246.716515,15.71193539,78.55967693
20151020:103130.30,42.31013183,-83.06398683,189.4,8.5140482,246.5180304,-0.017321046,-0.08660523
20151020:103211.11,42.3083335,-83.06965117,188,13.09774424,246.7676897,0.021786885,0.108934423
20151020:103104.4,42.31128167,-83.06036367,190.1,13.02417874,66.76564212,-15.70814196,-78.54070978
20151020:103028.28,42.31257183,-83.05631083,189.4,15.81503745,66.70780851,-0.005046934,-0.025234669
20151020:103020.20,42.313008,-83.054954,189.8,16.14479605,66.50429341,-0.017760043,-0.088800214
20151020:103238.38,42.3061045,-83.0700305,187.5,10.14895123,238.2399554,14.98676372,74.93381862
20151020:103104.4,42.31127233,-83.0603925,190.1,12.97582101,54.05288497,-16.07335409,-80.36677047
20151020:103223.23,42.3075935,-83.0709735,187.6,7.648238948,244.8231769,16.64784854,83.23924272
20151020:103238.38,42.30612133,-83.0700395,187.5,10.4643054,154.8637785,-7.850438475,-39.25219238
20151020:103128.28,42.31019817,-83.063776,189.4,7.697625572,48.64585928,-9.269262075,-46.34631037
20151020:103222.22,42.30769783,-83.07094683,187.5,7.645152284,244.7588153,17.11408395,85.57041973
20151020:103128.28,42.31018717,-83.06381,189.4,7.637435624,64.74640697,-15.7090461,-78.54523051
20151020:103238.38,42.30613883,-83.07004917,187.6,10.66905412,228.738799,14.31103595,71.55517974
20151020:102947.47,42.3149395,-83.0489435,187,15.89271849,60.57582358,-14.67498801,-73.37494004
20151020:103203.3,42.3086735,-83.06856967,188.5,13.9800157,246.6548728,16.23846039,81.19230193
20151020:103237.37,42.30615633,-83.07005967,187.6,10.96383053,203.642462,-3.753540934,-18.76770467
20151020:103125.25,42.310295,-83.0634685,189.4,12.04827848,49.66443034,-13.43711814,-67.18559071
20151020:103125.25,42.3103035,-83.0634415,189.5,12.27720606,66.94018465,1.507593968,7.537969838
20151020:103126.26,42.31024783,-83.06361817,189.5,10.43138099,246.9210817,15.70629622,78.53148112
20151020:103110.10,42.31099117,-83.06128733,189.9,13.99081903,66.67090113,-15.72979564,-78.64897822
20151020:103221.21,42.30770967,-83.07093733,187.5,7.692995576,245.3090009,15.58911505,77.94557527
20151020:103045.45,42.31185967,-83.05859917,189.8,2.318599108,65.53833611,-15.68795,-78.43974999
20151020:103046.46,42.31185833,-83.05860383,189.8,2.059319332,248.7512788,15.98834541,79.94172706
20151020:103046.46,42.311857,-83.05860817,189.8,1.916818345,247.4904736,-0.110026012,-0.55013006
20151020:103046.46,42.311856,-83.05861217,189.8,1.765057364,251.3211484,0.334289437,1.671447185
20151020:103046.46,42.31185467,-83.05861617,189.8,1.80569844,245.7897403,-0.482706415,-2.413532076
20151020:103046.46,42.3118535,-83.05862033,189.8,1.808785104,249.1767532,0.295572637,1.477863187
20151020:103047.47,42.31185217,-83.0586245,189.8,1.822160648,246.6693338,-0.218813626,-1.094068129
20151020:103047.47,42.311851,-83.05862883,189.7,1.900356137,249.9278672,0.284360686,1.421803431
20151020:103047.47,42.31184967,-83.0586335,189.7,2.090185972,248.9370749,-0.086462941,-0.432314707
20151020:103047.47,42.311848,-83.05863867,189.7,2.292362464,246.4038182,-0.221068348,-1.105341742
20151020:103147.47,42.30933217,-83.06650633,189.1,11.73549653,246.6186121,0.018744301,0.093721505
20151020:103224.24,42.30754967,-83.070962,187.7,8.554689276,241.5901919,-0.438812442,-2.19406221
20151020:103057.57,42.31163433,-83.059309,189.8,11.68713879,64.63559441,-15.44220176,-77.21100882
20151020:103115.15,42.31071,-83.06216567,189.7,13.30249296,246.3691213,15.85924203,79.29621013
20151020:103209.9,42.308435,-83.06932717,188.2,13.3194696,246.7557725,0.033741684,0.168708421
20151020:103216.16,42.30806383,-83.07040667,187.5,13.16410751,245.0650118,-0.147546708,-0.737733542
20151020:103159.59,42.308945,-83.06775133,189.1,12.989711,65.83200207,-15.64103074,-78.20515369
20151020:103200.0,42.30885183,-83.068014,188.9,13.56897494,244.3760316,15.58090588,77.9045294
20151020:103027.27,42.31262967,-83.05613417,189.4,16.06865834,66.72715672,-15.5027889,-77.5139445
20151020:103110.10,42.31098117,-83.0613185,189.9,14.02734455,246.7343208,15.70858846,78.54294228
20151020:103220.20,42.30778767,-83.07085517,187.5,8.384408312,245.6415317,-0.095363845,-0.476819223
20151020:103132.32,42.31007017,-83.0641815,189.4,10.62481193,65.17817996,-15.74839833,-78.74199167
20151020:103112.12,42.31089217,-83.06159933,189.9,13.98824681,66.70864382,0.133558166,0.667790832
20151020:103056.56,42.31165967,-83.059232,189.8,11.31879689,66.32599218,-0.033392655,-0.166963273
20151020:103035.35,42.31217267,-83.05756167,189.6,13.52936275,67.44538218,0.097685206,0.488426028
20151020:103203.3,42.30869333,-83.06850733,188.5,14.03094566,246.743482,15.64671093,78.23355463
20151020:103110.10,42.31096133,-83.06138067,189.8,13.87043912,66.7135573,-15.71057469,-78.55287347
